User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,GDP ($ per capita)
1900,Basic,14,06-11-22,08-07-23,United States,45,Female,Smartphone,1 Month,37800.0
1901,Premium,15,07-11-22,06-07-23,United States,38,Male,Tablet,1 Month,37800.0
1902,Basic,15,07-11-22,10-07-23,Canada,30,Male,Smart TV,1 Month,29800.0
1903,Standard,12,03-11-22,08-07-23,United Kingdom,27,Female,Smart TV,1 Month,27700.0
1904,Premium,15,03-11-22,08-07-23,Australia,36,Female,Smartphone,1 Month,29000.0
1905,Basic,15,31-10-22,06-07-23,Germany,36,Female,Tablet,1 Month,27600.0
1906,Premium,11,28-10-22,09-07-23,France,28,Male,Tablet,1 Month,27600.0
1907,Basic,10,28-09-22,09-07-23,Brazil,45,Female,Smartphone,1 Month,7600.0
1908,Standard,15,19-09-22,09-07-23,Mexico,41,Male,Smartphone,1 Month,9000.0
1909,Standard,12,16-09-22,08-07-23,Spain,29,Male,Smart TV,1 Month,22000.0
1910,Basic,15,17-09-22,08-07-23,Italy,35,Male,Smartphone,1 Month,26700.0
1911,Premium,12,17-09-22,08-07-23,Spain,36,Female,Smart TV,1 Month,22000.0
1912,Basic,11,15-09-22,09-07-23,Spain,41,Male,Laptop,1 Month,22000.0
1913,Standard,11,14-09-22,08-07-23,United States,46,Male,Tablet,1 Month,37800.0
1914,Premium,11,14-09-22,08-07-23,Canada,46,Female,Tablet,1 Month,29800.0
1915,Basic,10,13-09-22,08-07-23,United States,42,Male,Smartphone,1 Month,37800.0
1916,Premium,13,13-08-22,08-07-23,United States,40,Male,Tablet,1 Month,37800.0
1917,Basic,14,12-08-22,08-07-23,Canada,32,Female,Tablet,1 Month,29800.0
1918,Standard,11,07-08-22,10-07-23,United Kingdom,34,Female,Smartphone,1 Month,27700.0
1919,Standard,11,07-08-22,09-07-23,Australia,27,Female,Smart TV,1 Month,29000.0
1920,Basic,11,04-08-22,08-07-23,Germany,38,Male,Laptop,1 Month,27600.0
1921,Premium,14,24-07-22,08-07-23,France,34,Female,Laptop,1 Month,27600.0
1922,Basic,13,18-07-22,10-07-23,Brazil,28,Male,Tablet,1 Month,7600.0
1923,Standard,12,17-07-22,08-07-23,Mexico,48,Male,Smartphone,1 Month,9000.0
1924,Premium,13,17-07-22,09-07-23,Spain,42,Female,Laptop,1 Month,22000.0
1925,Basic,10,14-07-22,08-07-23,Italy,37,Female,Smart TV,1 Month,26700.0
1926,Premium,11,06-07-22,10-07-23,Spain,28,Female,Tablet,1 Month,22000.0
1927,Basic,13,07-07-22,08-07-23,Spain,43,Female,Smart TV,1 Month,22000.0
1928,Standard,10,07-07-22,11-07-23,United States,44,Female,Smart TV,1 Month,37800.0
1929,Standard,12,08-07-22,07-07-23,Canada,33,Female,Smartphone,1 Month,29800.0
1930,Basic,13,07-07-22,09-07-23,United States,36,Male,Smart TV,1 Month,37800.0
1931,Premium,14,08-07-22,07-07-23,United States,27,Male,Tablet,1 Month,37800.0
1932,Basic,11,09-07-22,11-07-23,Canada,41,Male,Tablet,1 Month,29800.0
1933,Standard,14,09-07-22,07-07-23,United Kingdom,32,Male,Smart TV,1 Month,27700.0
1934,Premium,12,09-07-22,08-07-23,Australia,36,Female,Laptop,1 Month,29000.0
1935,Basic,12,12-07-22,07-07-23,Germany,36,Female,Tablet,1 Month,27600.0
1936,Premium,13,15-07-22,10-07-23,France,36,Male,Laptop,1 Month,27600.0
1937,Basic,14,16-07-22,07-07-23,Brazil,32,Male,Smart TV,1 Month,7600.0
1938,Standard,10,18-07-22,08-07-23,Mexico,45,Female,Smartphone,1 Month,9000.0
1939,Standard,11,13-08-22,09-07-23,Spain,43,Female,Tablet,1 Month,22000.0
1940,Basic,10,14-08-22,10-07-23,Italy,35,Male,Tablet,1 Month,26700.0
1941,Premium,13,16-08-22,07-07-23,Spain,29,Female,Smart TV,1 Month,22000.0
1942,Basic,14,17-08-22,08-07-23,Spain,33,Female,Smart TV,1 Month,22000.0
1943,Standard,14,25-08-22,08-07-23,United States,49,Male,Smart TV,1 Month,37800.0
1944,Premium,15,28-08-22,09-07-23,Canada,27,Male,Tablet,1 Month,29800.0
1945,Basic,14,29-08-22,07-07-23,United States,39,Female,Smart TV,1 Month,37800.0
1946,Basic,10,11-09-22,10-07-23,United States,34,Female,Smart TV,1 Month,37800.0
1947,Basic,12,12-09-22,08-07-23,Canada,39,Male,Smartphone,1 Month,29800.0
1948,Standard,11,16-09-22,09-07-23,United Kingdom,39,Female,Laptop,1 Month,27700.0
1949,Premium,15,17-09-22,09-07-23,Australia,39,Female,Smart TV,1 Month,29000.0
1950,Basic,10,21-09-22,10-07-23,Germany,40,Female,Laptop,1 Month,27600.0
1951,Basic,15,23-09-22,08-07-23,France,40,Male,Tablet,1 Month,27600.0
1952,Premium,14,27-09-22,08-07-23,Brazil,31,Male,Smartphone,1 Month,7600.0
1953,Standard,12,09-10-22,09-07-23,Mexico,47,Male,Smartphone,1 Month,9000.0
1954,Standard,11,10-10-22,11-07-23,Spain,43,Male,Laptop,1 Month,22000.0
1955,Basic,13,11-10-22,08-07-23,Italy,34,Male,Smartphone,1 Month,26700.0
1956,Premium,12,12-10-22,08-07-23,Spain,30,Female,Tablet,1 Month,22000.0
1957,Standard,15,13-10-22,09-07-23,Spain,33,Female,Smartphone,1 Month,22000.0
1958,Basic,12,19-10-22,10-07-23,United States,29,Male,Tablet,1 Month,37800.0
1959,Standard,14,21-10-22,07-07-23,Canada,35,Female,Smartphone,1 Month,29800.0
1960,Premium,13,23-10-22,08-07-23,United States,41,Female,Laptop,1 Month,37800.0
1961,Basic,14,24-10-22,10-07-23,United States,34,Female,Smartphone,1 Month,37800.0
1962,Premium,12,26-10-22,09-07-23,Canada,28,Female,Tablet,1 Month,29800.0
1963,Standard,15,27-10-22,07-07-23,United Kingdom,31,Male,Smart TV,1 Month,27700.0
1964,Basic,15,01-11-22,08-07-23,Australia,29,Male,Smart TV,1 Month,29000.0
1965,Standard,12,02-11-22,09-07-23,Germany,44,Female,Tablet,1 Month,27600.0
1966,Premium,10,04-11-22,09-07-23,France,44,Female,Tablet,1 Month,27600.0
1967,Basic,13,05-11-22,06-07-23,Brazil,29,Male,Laptop,1 Month,7600.0
1968,Standard,12,06-11-22,09-07-23,Mexico,32,Female,Tablet,1 Month,9000.0
1969,Premium,11,07-11-22,09-07-23,Spain,31,Male,Smartphone,1 Month,22000.0
1970,Basic,14,08-11-22,08-07-23,Italy,27,Male,Laptop,1 Month,26700.0
1971,Premium,13,08-11-22,06-07-23,Spain,43,Female,Laptop,1 Month,22000.0
1972,Basic,14,09-11-22,10-07-23,Spain,48,Male,Tablet,1 Month,22000.0
1973,Standard,15,09-11-22,09-07-23,United States,37,Female,Tablet,1 Month,37800.0
1974,Standard,11,05-11-22,08-07-23,Canada,42,Male,Smartphone,1 Month,29800.0
1975,Basic,11,04-11-22,07-07-23,United States,40,Male,Tablet,1 Month,37800.0
1976,Premium,13,19-10-22,09-07-23,United States,37,Female,Tablet,1 Month,37800.0
1977,Basic,12,12-10-22,09-07-23,Canada,31,Male,Smartphone,1 Month,29800.0
1978,Standard,11,03-10-22,09-07-23,United Kingdom,30,Male,Smart TV,1 Month,27700.0
1979,Premium,15,28-09-22,08-07-23,Australia,51,Female,Smartphone,1 Month,29000.0
1980,Basic,15,17-09-22,09-07-23,Germany,42,Female,Laptop,1 Month,27600.0
1981,Premium,13,16-09-22,08-07-23,France,37,Female,Smartphone,1 Month,27600.0
1982,Basic,14,15-09-22,09-07-23,Brazil,44,Female,Smartphone,1 Month,7600.0
1983,Standard,11,14-09-22,08-07-23,Mexico,37,Male,Tablet,1 Month,9000.0
1984,Standard,11,15-09-22,09-07-23,Spain,44,Male,Smartphone,1 Month,22000.0
1985,Basic,11,06-09-22,09-07-23,Italy,40,Male,Tablet,1 Month,26700.0
1986,Premium,15,28-08-22,09-07-23,Spain,27,Male,Smart TV,1 Month,22000.0
1987,Basic,12,07-08-22,08-07-23,Spain,31,Male,Smart TV,1 Month,22000.0
1988,Standard,15,07-08-22,10-07-23,United States,39,Female,Smartphone,1 Month,37800.0
1989,Premium,12,06-08-22,09-07-23,Canada,47,Female,Tablet,1 Month,29800.0
1990,Basic,15,30-07-22,09-07-23,United States,30,Male,Smart TV,1 Month,37800.0
1991,Premium,12,30-07-22,08-07-23,United States,35,Male,Laptop,1 Month,37800.0
1992,Basic,14,30-07-22,10-07-23,Canada,39,Male,Smartphone,1 Month,29800.0
1993,Standard,15,19-07-22,08-07-23,United Kingdom,29,Female,Tablet,1 Month,27700.0
1994,Standard,11,17-07-22,10-07-23,Australia,28,Male,Laptop,1 Month,29000.0
1995,Basic,11,12-07-22,08-07-23,Germany,39,Male,Tablet,1 Month,27600.0
1996,Premium,10,11-07-22,10-07-23,France,34,Male,Smart TV,1 Month,27600.0
1997,Basic,14,10-07-22,08-07-23,Brazil,47,Male,Smart TV,1 Month,7600.0
1998,Standard,14,10-07-22,11-07-23,Mexico,47,Female,Smart TV,1 Month,9000.0
1999,Premium,13,08-07-22,08-07-23,Spain,46,Male,Smart TV,1 Month,22000.0
2000,Basic,12,09-07-22,09-07-23,Italy,31,Male,Smart TV,1 Month,26700.0
2001,Premium,10,09-07-22,08-07-23,Spain,41,Female,Smart TV,1 Month,22000.0
2002,Basic,10,09-07-22,11-07-23,Spain,30,Female,Smartphone,1 Month,22000.0
2003,Standard,11,10-07-22,08-07-23,United States,41,Male,Tablet,1 Month,37800.0
2004,Standard,12,12-07-22,08-07-23,Canada,48,Female,Laptop,1 Month,29800.0
2005,Basic,10,13-07-22,09-07-23,United States,35,Female,Laptop,1 Month,37800.0
2006,Premium,13,16-07-22,10-07-23,United States,41,Female,Laptop,1 Month,37800.0
2007,Basic,10,17-07-22,07-07-23,Canada,39,Female,Smart TV,1 Month,29800.0
2008,Standard,10,26-07-22,09-07-23,United Kingdom,45,Male,Laptop,1 Month,27700.0
2009,Premium,10,31-07-22,09-07-23,Australia,41,Male,Laptop,1 Month,29000.0
2010,Basic,13,03-08-22,10-07-23,Germany,28,Male,Laptop,1 Month,27600.0
2011,Premium,10,15-08-22,07-07-23,France,28,Female,Tablet,1 Month,27600.0
2012,Basic,15,18-08-22,10-07-23,Brazil,48,Male,Smart TV,1 Month,7600.0
2013,Standard,10,27-08-22,08-07-23,Mexico,40,Female,Smart TV,1 Month,9000.0
2014,Standard,12,29-08-22,10-07-23,Spain,39,Male,Smart TV,1 Month,22000.0
2015,Basic,12,05-09-22,07-07-23,Italy,27,Male,Smartphone,1 Month,26700.0
2016,Premium,10,06-09-22,11-07-23,Spain,32,Female,Smart TV,1 Month,22000.0
2017,Basic,10,14-09-22,08-07-23,Spain,38,Male,Laptop,1 Month,22000.0
2018,Standard,10,16-09-22,09-07-23,United States,41,Female,Laptop,1 Month,37800.0
2019,Premium,10,18-09-22,10-07-23,Canada,32,Female,Laptop,1 Month,29800.0
2020,Basic,12,23-09-22,11-07-23,United States,37,Male,Tablet,1 Month,37800.0
2021,Basic,12,25-09-22,08-07-23,United States,50,Female,Laptop,1 Month,37800.0
2022,Basic,10,06-10-22,09-07-23,Canada,48,Female,Laptop,1 Month,29800.0
2023,Standard,11,09-10-22,10-07-23,United Kingdom,37,Male,Tablet,1 Month,27700.0
2024,Premium,13,11-10-22,11-07-23,Australia,46,Female,Laptop,1 Month,29000.0
2025,Basic,13,12-10-22,08-07-23,Germany,46,Male,Laptop,1 Month,27600.0
2026,Basic,15,13-10-22,09-07-23,France,39,Male,Smart TV,1 Month,27600.0
2027,Premium,13,17-10-22,10-07-23,Brazil,42,Female,Smart TV,1 Month,7600.0
2028,Standard,11,19-10-22,10-07-23,Mexico,41,Female,Smartphone,1 Month,9000.0
2029,Standard,10,21-10-22,07-07-23,Spain,28,Male,Smart TV,1 Month,22000.0
2030,Basic,14,23-10-22,09-07-23,Italy,43,Male,Tablet,1 Month,26700.0
2031,Premium,14,25-10-22,10-07-23,Spain,45,Female,Smart TV,1 Month,22000.0
2032,Standard,10,27-10-22,09-07-23,Spain,45,Male,Smart TV,1 Month,22000.0
2033,Basic,13,31-10-22,07-07-23,United States,48,Male,Smartphone,1 Month,37800.0
2034,Standard,12,02-11-22,09-07-23,Canada,30,Male,Laptop,1 Month,29800.0
2035,Premium,11,04-11-22,10-07-23,United States,51,Female,Smart TV,1 Month,37800.0
2036,Basic,12,05-11-22,09-07-23,United States,48,Female,Smartphone,1 Month,37800.0
2037,Premium,13,06-11-22,07-07-23,Canada,41,Female,Smart TV,1 Month,29800.0
2038,Standard,11,07-11-22,10-07-23,United Kingdom,37,Female,Smartphone,1 Month,27700.0
2039,Basic,11,08-11-22,09-07-23,Australia,43,Male,Laptop,1 Month,29000.0
2040,Standard,15,08-11-22,08-07-23,Germany,51,Male,Laptop,1 Month,27600.0
2041,Premium,10,09-11-22,07-07-23,France,34,Female,Smartphone,1 Month,27600.0
2042,Basic,10,09-11-22,10-07-23,Brazil,35,Female,Smartphone,1 Month,7600.0
2043,Standard,12,05-11-22,09-07-23,Mexico,45,Female,Smart TV,1 Month,9000.0
2044,Premium,12,05-11-22,10-07-23,Spain,31,Male,Smart TV,1 Month,22000.0
2045,Basic,15,02-11-22,08-07-23,Italy,50,Female,Laptop,1 Month,26700.0
2046,Premium,12,30-10-22,09-07-23,Spain,41,Male,Smartphone,1 Month,22000.0
2047,Basic,11,30-10-22,09-07-23,Spain,42,Female,Laptop,1 Month,22000.0
2048,Standard,11,24-10-22,09-07-23,United States,41,Male,Tablet,1 Month,37800.0
2049,Standard,14,08-10-22,08-07-23,Canada,34,Male,Tablet,1 Month,29800.0
2050,Basic,13,04-10-22,09-07-23,United States,35,Female,Smartphone,1 Month,37800.0
2051,Premium,10,28-09-22,09-07-23,United States,48,Male,Smartphone,1 Month,37800.0
2052,Basic,11,22-09-22,09-07-23,Canada,39,Female,Smart TV,1 Month,29800.0
2053,Standard,14,19-09-22,09-07-23,United Kingdom,37,Female,Laptop,1 Month,27700.0
2054,Premium,10,13-09-22,09-07-23,Australia,31,Male,Tablet,1 Month,29000.0
2055,Basic,14,05-09-22,09-07-23,Germany,29,Female,Laptop,1 Month,27600.0
2056,Premium,10,20-08-22,09-07-23,France,36,Male,Tablet,1 Month,27600.0
2057,Basic,10,10-08-22,08-07-23,Brazil,32,Male,Smartphone,1 Month,7600.0
2058,Standard,10,10-08-22,11-07-23,Mexico,31,Female,Smartphone,1 Month,9000.0
2059,Standard,14,06-08-22,09-07-23,Spain,31,Male,Laptop,1 Month,22000.0
2060,Basic,12,03-08-22,10-07-23,Italy,29,Male,Smart TV,1 Month,26700.0
2061,Premium,10,01-08-22,09-07-23,Spain,48,Male,Smart TV,1 Month,22000.0
2062,Basic,14,28-07-22,10-07-23,Spain,46,Male,Tablet,1 Month,22000.0
2063,Standard,15,22-07-22,09-07-23,United States,35,Female,Smartphone,1 Month,37800.0
2064,Premium,11,22-07-22,11-07-23,Canada,37,Female,Tablet,1 Month,29800.0
2065,Basic,12,20-07-22,09-07-23,United States,45,Female,Tablet,1 Month,37800.0
2066,Premium,15,12-07-22,10-07-23,United States,48,Female,Laptop,1 Month,37800.0
2067,Basic,10,12-07-22,09-07-23,Canada,44,Female,Laptop,1 Month,29800.0
2068,Standard,14,10-07-22,11-07-23,United Kingdom,47,Female,Laptop,1 Month,27700.0
2069,Standard,12,11-07-22,08-07-23,Australia,35,Male,Smart TV,1 Month,29000.0
2070,Basic,10,11-07-22,09-07-23,Germany,35,Female,Smartphone,1 Month,27600.0
2071,Premium,11,09-07-22,08-07-23,France,35,Male,Smartphone,1 Month,27600.0
2072,Basic,15,10-07-22,11-07-23,Brazil,49,Female,Laptop,1 Month,7600.0
2073,Standard,11,12-07-22,08-07-23,Mexico,50,Female,Tablet,1 Month,9000.0
2074,Premium,14,13-07-22,09-07-23,Spain,44,Male,Smartphone,1 Month,22000.0
2075,Basic,14,15-07-22,09-07-23,Italy,47,Female,Tablet,1 Month,26700.0
2076,Premium,15,16-07-22,11-07-23,Spain,46,Female,Laptop,1 Month,22000.0
2077,Basic,11,19-07-22,08-07-23,Spain,39,Female,Laptop,1 Month,22000.0
2078,Standard,15,23-07-22,10-07-23,United States,34,Male,Laptop,1 Month,37800.0
2079,Standard,10,28-07-22,09-07-23,Canada,31,Female,Smart TV,1 Month,29800.0
2080,Basic,10,14-08-22,11-07-23,United States,46,Female,Laptop,1 Month,37800.0
2081,Premium,15,18-08-22,08-07-23,United States,30,Male,Smart TV,1 Month,37800.0
2082,Basic,12,23-08-22,12-07-23,Canada,29,Male,Tablet,1 Month,29800.0
2083,Standard,12,27-08-22,09-07-23,United Kingdom,42,Male,Tablet,1 Month,27700.0
2084,Premium,13,01-09-22,10-07-23,Australia,27,Female,Smartphone,1 Month,29000.0
2085,Basic,15,02-09-22,09-07-23,Germany,33,Male,Laptop,1 Month,27600.0
2086,Premium,13,04-09-22,12-07-23,France,45,Female,Smart TV,1 Month,27600.0
2087,Basic,13,11-09-22,09-07-23,Brazil,50,Male,Tablet,1 Month,7600.0
2088,Standard,10,16-09-22,09-07-23,Mexico,42,Female,Tablet,1 Month,9000.0
2089,Standard,10,19-09-22,11-07-23,Spain,29,Male,Tablet,1 Month,22000.0
2090,Basic,12,20-09-22,12-07-23,Italy,31,Female,Tablet,1 Month,26700.0
2091,Premium,13,05-10-22,09-07-23,Spain,42,Female,Smartphone,1 Month,22000.0
2092,Basic,10,07-10-22,09-07-23,Spain,44,Female,Laptop,1 Month,22000.0
2093,Standard,10,10-10-22,11-07-23,United States,34,Male,Smart TV,1 Month,37800.0
2094,Premium,13,12-10-22,11-07-23,Canada,40,Female,Smart TV,1 Month,29800.0
2095,Basic,10,13-10-22,08-07-23,United States,38,Male,Smart TV,1 Month,37800.0
2096,Basic,15,15-10-22,09-07-23,United States,42,Female,Tablet,1 Month,37800.0
2097,Basic,10,17-10-22,11-07-23,Canada,47,Male,Tablet,1 Month,29800.0
2098,Standard,15,18-10-22,10-07-23,United Kingdom,29,Female,Tablet,1 Month,27700.0
2099,Premium,11,20-10-22,08-07-23,Australia,29,Male,Laptop,1 Month,29000.0
2100,Basic,14,22-10-22,10-07-23,Germany,44,Female,Smart TV,1 Month,27600.0
2101,Basic,12,25-10-22,11-07-23,France,31,Male,Tablet,1 Month,27600.0
2102,Premium,14,27-10-22,09-07-23,Brazil,48,Female,Smartphone,1 Month,7600.0
2103,Standard,14,01-11-22,07-07-23,Mexico,32,Female,Laptop,1 Month,9000.0
2104,Standard,13,02-11-22,11-07-23,Spain,28,Female,Tablet,1 Month,22000.0
2105,Basic,11,04-11-22,10-07-23,Italy,36,Female,Smartphone,1 Month,26700.0
2106,Premium,10,06-11-22,09-07-23,Spain,28,Female,Smartphone,1 Month,22000.0
2107,Standard,14,07-11-22,07-07-23,Spain,32,Female,Smart TV,1 Month,22000.0
2108,Basic,15,08-11-22,10-07-23,United States,50,Female,Smartphone,1 Month,37800.0
2109,Standard,12,09-11-22,10-07-23,Canada,44,Male,Tablet,1 Month,29800.0
2110,Premium,14,10-11-22,10-07-23,United States,44,Female,Smartphone,1 Month,37800.0
2111,Basic,14,09-11-22,09-07-23,United States,47,Male,Laptop,1 Month,37800.0
2112,Premium,15,09-11-22,10-07-23,Canada,39,Female,Smart TV,1 Month,29800.0
2113,Standard,11,07-11-22,10-07-23,United Kingdom,44,Female,Tablet,1 Month,27700.0
2114,Basic,12,03-11-22,10-07-23,Australia,46,Female,Tablet,1 Month,29000.0
2115,Standard,10,04-11-22,08-07-23,Germany,31,Female,Laptop,1 Month,27600.0
2116,Premium,12,01-11-22,10-07-23,France,33,Female,Tablet,1 Month,27600.0
2117,Basic,13,27-10-22,09-07-23,Brazil,27,Male,Laptop,1 Month,7600.0
2118,Standard,10,23-10-22,10-07-23,Mexico,34,Male,Smart TV,1 Month,9000.0
2119,Premium,14,14-10-22,09-07-23,Spain,48,Male,Laptop,1 Month,22000.0
2120,Basic,14,28-09-22,10-07-23,Italy,39,Female,Smart TV,1 Month,26700.0
2121,Premium,14,25-09-22,09-07-23,Spain,39,Male,Laptop,1 Month,22000.0
2122,Basic,11,23-09-22,10-07-23,Spain,48,Female,Smart TV,1 Month,22000.0
2123,Standard,12,23-09-22,09-07-23,United States,37,Female,Tablet,1 Month,37800.0
2124,Standard,14,14-09-22,11-07-23,Canada,40,Male,Laptop,1 Month,29800.0
2125,Basic,14,05-09-22,09-07-23,United States,41,Female,Smartphone,1 Month,37800.0
2126,Premium,12,13-08-22,09-07-23,United States,35,Female,Smartphone,1 Month,37800.0
2127,Basic,15,12-08-22,09-07-23,Canada,46,Male,Smartphone,1 Month,29800.0
2128,Standard,10,10-08-22,11-07-23,United Kingdom,28,Female,Tablet,1 Month,27700.0
2129,Premium,14,05-08-22,09-07-23,Australia,29,Female,Laptop,1 Month,29000.0
2130,Basic,10,04-08-22,12-07-23,Germany,46,Female,Tablet,1 Month,27600.0
2131,Premium,11,28-07-22,09-07-23,France,35,Male,Laptop,1 Month,27600.0
2132,Basic,12,24-07-22,11-07-23,Brazil,27,Male,Smart TV,1 Month,7600.0
2133,Standard,11,22-07-22,09-07-23,Mexico,38,Male,Laptop,1 Month,9000.0
2134,Standard,13,22-07-22,12-07-23,Spain,43,Male,Smart TV,1 Month,22000.0
2135,Basic,15,19-07-22,09-07-23,Italy,31,Female,Smartphone,1 Month,26700.0
2136,Premium,13,17-07-22,10-07-23,Spain,29,Female,Tablet,1 Month,22000.0
2137,Basic,10,16-07-22,09-07-23,Spain,34,Female,Tablet,1 Month,22000.0
2138,Standard,11,12-07-22,12-07-23,United States,39,Male,Smartphone,1 Month,37800.0
2139,Premium,14,12-07-22,08-07-23,Canada,34,Female,Smartphone,1 Month,29800.0
2140,Basic,14,13-07-22,10-07-23,United States,51,Male,Tablet,1 Month,37800.0
2141,Premium,14,13-07-22,09-07-23,United States,47,Female,Tablet,1 Month,37800.0
2142,Basic,12,13-07-22,11-07-23,Canada,46,Male,Smartphone,1 Month,29800.0
2143,Standard,12,14-07-22,08-07-23,United Kingdom,46,Female,Smartphone,1 Month,27700.0
2144,Standard,14,15-07-22,10-07-23,Australia,47,Female,Smartphone,1 Month,29000.0
2145,Basic,14,16-07-22,09-07-23,Germany,40,Female,Smart TV,1 Month,27600.0
2146,Premium,12,18-07-22,11-07-23,France,41,Female,Tablet,1 Month,27600.0
2147,Basic,12,23-07-22,09-07-23,Brazil,30,Female,Smartphone,1 Month,7600.0
2148,Standard,12,25-07-22,11-07-23,Mexico,31,Female,Tablet,1 Month,9000.0
2149,Premium,14,30-07-22,09-07-23,Spain,42,Male,Smart TV,1 Month,22000.0
2150,Basic,12,06-08-22,11-07-23,Italy,46,Female,Tablet,1 Month,26700.0
2151,Premium,13,14-08-22,08-07-23,Spain,34,Female,Smart TV,1 Month,22000.0
2152,Basic,14,23-08-22,12-07-23,Spain,42,Male,Laptop,1 Month,22000.0
2153,Standard,13,27-08-22,09-07-23,United States,45,Male,Tablet,1 Month,37800.0
2154,Standard,12,29-08-22,10-07-23,Canada,30,Male,Smart TV,1 Month,29800.0
2155,Basic,12,01-09-22,09-07-23,United States,44,Male,Smartphone,1 Month,37800.0
2156,Premium,10,07-09-22,13-07-23,United States,37,Male,Smart TV,1 Month,37800.0
2157,Basic,10,13-09-22,10-07-23,Canada,43,Male,Smart TV,1 Month,29800.0
2158,Standard,12,14-09-22,10-07-23,United Kingdom,46,Male,Smartphone,1 Month,27700.0
2159,Premium,11,17-09-22,12-07-23,Australia,40,Female,Tablet,1 Month,29000.0
2160,Basic,11,23-09-22,12-07-23,Germany,45,Female,Smartphone,1 Month,27600.0
2161,Premium,10,27-09-22,09-07-23,France,48,Female,Smartphone,1 Month,27600.0
2162,Basic,10,03-10-22,10-07-23,Brazil,43,Female,Tablet,1 Month,7600.0
2163,Standard,13,10-10-22,11-07-23,Mexico,48,Male,Smart TV,1 Month,9000.0
2164,Standard,10,12-10-22,11-07-23,Spain,32,Female,Smartphone,1 Month,22000.0
2165,Basic,12,14-10-22,08-07-23,Italy,38,Male,Laptop,1 Month,26700.0
2166,Premium,13,16-10-22,10-07-23,Spain,50,Male,Smartphone,1 Month,22000.0
2167,Basic,11,18-10-22,11-07-23,Spain,33,Female,Laptop,1 Month,22000.0
2168,Standard,14,20-10-22,10-07-23,United States,27,Male,Smart TV,1 Month,37800.0
2169,Premium,12,22-10-22,08-07-23,Canada,47,Male,Tablet,1 Month,29800.0
2170,Basic,12,25-10-22,10-07-23,United States,35,Female,Smart TV,1 Month,37800.0
2171,Basic,12,26-10-22,11-07-23,United States,41,Male,Tablet,1 Month,37800.0
2172,Basic,14,29-10-22,10-07-23,Canada,39,Female,Smart TV,1 Month,29800.0
2173,Standard,13,31-10-22,07-07-23,United Kingdom,46,Female,Smartphone,1 Month,27700.0
2174,Premium,14,04-11-22,11-07-23,Australia,33,Female,Smartphone,1 Month,29000.0
2175,Basic,11,06-11-22,10-07-23,Germany,30,Male,Laptop,1 Month,27600.0
2176,Basic,13,07-11-22,10-07-23,France,46,Male,Tablet,1 Month,27600.0
2177,Premium,15,08-11-22,09-07-23,Brazil,42,Female,Tablet,1 Month,7600.0
2178,Standard,11,09-11-22,11-07-23,Mexico,28,Female,Tablet,1 Month,9000.0
2179,Standard,10,10-11-22,10-07-23,Spain,40,Male,Smart TV,1 Month,22000.0
2180,Basic,14,10-11-22,10-07-23,Italy,31,Female,Smart TV,1 Month,26700.0
2181,Premium,13,10-11-22,09-07-23,Spain,27,Male,Laptop,1 Month,22000.0
2182,Standard,14,09-11-22,10-07-23,Spain,45,Female,Tablet,1 Month,22000.0
2183,Basic,10,09-11-22,10-07-23,United States,49,Female,Smart TV,1 Month,37800.0
2184,Standard,12,06-11-22,11-07-23,Canada,28,Male,Tablet,1 Month,29800.0
2185,Premium,14,03-11-22,08-07-23,United States,33,Male,Smart TV,1 Month,37800.0
2186,Basic,15,27-10-22,11-07-23,United States,38,Male,Smart TV,1 Month,37800.0
2187,Premium,15,28-10-22,10-07-23,Canada,44,Male,Tablet,1 Month,29800.0
2188,Standard,15,18-10-22,10-07-23,United Kingdom,34,Female,Laptop,1 Month,27700.0
2189,Basic,15,04-10-22,09-07-23,Australia,35,Male,Laptop,1 Month,29000.0
2190,Standard,10,29-09-22,10-07-23,Germany,47,Male,Tablet,1 Month,27600.0
2191,Premium,12,29-09-22,10-07-23,France,30,Male,Smartphone,1 Month,27600.0
2192,Basic,12,23-09-22,10-07-23,Brazil,50,Female,Smart TV,1 Month,7600.0
2193,Standard,12,17-09-22,09-07-23,Mexico,32,Male,Laptop,1 Month,9000.0
2194,Premium,14,12-09-22,12-07-23,Spain,36,Female,Smart TV,1 Month,22000.0
2195,Basic,14,16-08-22,10-07-23,Italy,40,Female,Smart TV,1 Month,26700.0
2196,Premium,15,16-08-22,09-07-23,Spain,39,Male,Smartphone,1 Month,22000.0
2197,Basic,11,13-08-22,10-07-23,Spain,28,Male,Smartphone,1 Month,22000.0
2198,Standard,12,12-08-22,11-07-23,United States,29,Female,Smart TV,1 Month,37800.0
2199,Standard,14,13-08-22,09-07-23,Canada,49,Male,Tablet,1 Month,29800.0
2200,Basic,14,30-07-22,12-07-23,United States,40,Male,Laptop,1 Month,37800.0
2201,Premium,12,25-07-22,10-07-23,United States,29,Male,Laptop,1 Month,37800.0
2202,Basic,14,25-07-22,11-07-23,Canada,35,Female,Tablet,1 Month,29800.0
2203,Standard,14,26-07-22,10-07-23,United Kingdom,44,Male,Smartphone,1 Month,27700.0
2204,Premium,11,25-07-22,13-07-23,Australia,39,Male,Smart TV,1 Month,29000.0
2205,Basic,12,23-07-22,09-07-23,Germany,27,Male,Smart TV,1 Month,27600.0
